Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,FLags,Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description (or Action in case of Fatal),,fatal (F) action (default is reset)
memory,1,Patricio,pb.pbc,int_ecc_port_mon_out,uncorrectable,pb.pbc.int_ecc_port_mon_out,int_ecc_port_mon_out.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_rc,correctable,pb.pbc.int_ecc_rc,int_ecc_rc.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_rc,uncorrectable,pb.pbc.int_ecc_rc,int_ecc_rc.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_rwr,correctable,pb.pbc.int_ecc_rwr,int_ecc_rwr.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_rwr,uncorrectable,pb.pbc.int_ecc_rwr,int_ecc_rwr.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sched,correctable,pb.pbc.int_ecc_sched,int_ecc_sched.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sched,uncorrectable,pb.pbc.int_ecc_sched,int_ecc_sched.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sideband,pck_correctable,pb.pbc.int_ecc_sideband,int_ecc_sideband.pck_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sideband,pck_uncorrectable,pb.pbc.int_ecc_sideband,int_ecc_sideband.pck_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sideband,rwr_correctable,pb.pbc.int_ecc_sideband,int_ecc_sideband.rwr_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sideband,rwr_uncorrectable,pb.pbc.int_ecc_sideband,int_ecc_sideband.rwr_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sideband,rxd_correctable,pb.pbc.int_ecc_sideband,int_ecc_sideband.rxd_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_sideband,rxd_uncorrectable,pb.pbc.int_ecc_sideband,int_ecc_sideband.rxd_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_uc,correctable,pb.pbc.int_ecc_uc,int_ecc_uc.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_uc,uncorrectable,pb.pbc.int_ecc_uc,int_ecc_uc.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,12,Patricio,pb.pbc,int_pbus_violation_in,eop_eop_in_#,pb.pbc.int_pbus_violation_in,int_pbus_violation_in.eop_eop_in_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,fatal
memory,12,Patricio,pb.pbc,int_pbus_violation_in,sop_sop_in_#,pb.pbc.int_pbus_violation_in,int_pbus_violation_in.sop_sop_in_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,fatal
memory,12,Patricio,pb.pbc,int_pbus_violation_out,eop_eop_out_#,pb.pbc.int_pbus_violation_out,int_pbus_violation_out.eop_eop_out_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,fatal
memory,12,Patricio,pb.pbc,int_pbus_violation_out,sop_sop_out_#,pb.pbc.int_pbus_violation_out,int_pbus_violation_out.sop_sop_out_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,fatal
memory,1,Patricio,pb.pbc,int_rpl,memory_error,pb.pbc.int_rpl,int_rpl.memory_error,,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,fatal
memory,1,Patricio,pb.pbc,int_rpl,zero_last_error,pb.pbc.int_rpl,int_rpl.zero_last_error,,,None,info (I),,,,,n/a,n/a,last node of a linked list has 0 valid entries. Not Fatal.,,
memory,12,Patricio,pb.pbc,int_write_#,credit_growth_error,pb.pbc.int_write_#,int_write_#.credit_growth_error,,,None,fatal (F),,n/a,n/a,,n/a,n/a,Software Error,,
memory,12,Patricio,pb.pbc,int_write_#,enq_err,pb.pbc.int_write_#,int_write_#.enq_err,,,None,info (I),,,,,n/a,n/a,enqueue error,,
memory,12,Patricio,pb.pbc,int_write_#,intrinsic_drop,pb.pbc.int_write_#,int_write_#.intrinsic_drop,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,min_size_viol,pb.pbc.int_write_#,int_write_#.min_size_viol,,,None,info (I),,,,,n/a,n/a,packet smaller than minimum allowed,,
memory,12,Patricio,pb.pbc,int_write_#,oq_range,pb.pbc.int_write_#,int_write_#.oq_range,,,None,info (I),,,,,n/a,n/a,tm_oq out of range,,
memory,12,Patricio,pb.pbc,int_write_#,out_of_cells,pb.pbc.int_write_#,int_write_#.out_of_cells,,,None,info (I),,,,,n/a,n/a,port run out of cells while receiving a packet,,
memory,12,Patricio,pb.pbc,int_write_#,out_of_cells#,pb.pbc.int_write_#,int_write_#.out_of_cells#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,out_of_credit,pb.pbc.int_write_#,int_write_#.out_of_credit,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,port_disabled,pb.pbc.int_write_#,int_write_#.port_disabled,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,port_range,pb.pbc.int_write_#,int_write_#.port_range,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,tail_drop_cpu,pb.pbc.int_write_#,int_write_#.tail_drop_cpu,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,tail_drop_span,pb.pbc.int_write_#,int_write_#.tail_drop_span,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,truncation,pb.pbc.int_write_#,int_write_#.truncation,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,12,Patricio,pb.pbc,int_write_#,xoff_timeout,pb.pbc.int_write_#,int_write_#.xoff_timeout,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_ht,correctable,pb.pbc.hbm.int_ecc_hbm_ht,int_ecc_hbm_ht.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_ht,uncorrectable,pb.pbc.hbm.int_ecc_hbm_ht,int_ecc_hbm_ht.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_mtu,correctable,pb.pbc.hbm.int_ecc_hbm_mtu,int_ecc_hbm_mtu.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_mtu,uncorrectable,pb.pbc.hbm.int_ecc_hbm_mtu,int_ecc_hbm_mtu.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_rb,cdt_correctable,pb.pbc.hbm.int_ecc_hbm_rb,int_ecc_hbm_rb.cdt_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_rb,cdt_uncorrectable,pb.pbc.hbm.int_ecc_hbm_rb,int_ecc_hbm_rb.cdt_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_rb,rb_correctable,pb.pbc.hbm.int_ecc_hbm_rb,int_ecc_hbm_rb.rb_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_rb,rb_uncorrectable,pb.pbc.hbm.int_ecc_hbm_rb,int_ecc_hbm_rb.rb_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_wb,correctable,pb.pbc.hbm.int_ecc_hbm_wb,int_ecc_hbm_wb.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_ecc_hbm_wb,uncorrectable,pb.pbc.hbm.int_ecc_hbm_wb,int_ecc_hbm_wb.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc.hbm,int_hbm_axi_err_rsp,ctrl,pb.pbc.hbm.int_hbm_axi_err_rsp,int_hbm_axi_err_rsp.ctrl,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
memory,1,Patricio,pb.pbc.hbm,int_hbm_axi_err_rsp,pyld,pb.pbc.hbm.int_hbm_axi_err_rsp,int_hbm_axi_err_rsp.pyld,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
memory,1,Patricio,pb.pbc.hbm,int_hbm_axi_err_rsp,r#a,pb.pbc.hbm.int_hbm_axi_err_rsp,int_hbm_axi_err_rsp.r#a,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
memory,9,Patricio,pb.pbc.hbm,int_hbm_drop_ctrl,full_#,pb.pbc.hbm.int_hbm_drop_ctrl,int_hbm_drop_ctrl.full_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,9,Patricio,pb.pbc.hbm,int_hbm_drop_emergency,stop_#,pb.pbc.hbm.int_hbm_drop_emergency,int_hbm_drop_emergency.stop_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,9,Patricio,pb.pbc.hbm,int_hbm_drop_threshold,crossed_#,pb.pbc.hbm.int_hbm_drop_threshold,int_hbm_drop_threshold.crossed_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,9,Patricio,pb.pbc.hbm,int_hbm_drop_write_ack,filling_up_#,pb.pbc.hbm.int_hbm_drop_write_ack,int_hbm_drop_write_ack.filling_up_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,9,Patricio,pb.pbc.hbm,int_hbm_drop_write_ack,full_#,pb.pbc.hbm.int_hbm_drop_write_ack,int_hbm_drop_write_ack.full_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,9,Patricio,pb.pbc.hbm,int_hbm_drop,occupancy_#,pb.pbc.hbm.int_hbm_drop,int_hbm_drop.occupancy_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,10,Patricio,pb.pbc.hbm,int_hbm_pbus_violation_in,eop_eop_in_#,pb.pbc.hbm.int_hbm_pbus_violation_in,int_hbm_pbus_violation_in.eop_eop_in_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,
memory,10,Patricio,pb.pbc.hbm,int_hbm_pbus_violation_in,sop_sop_in_#,pb.pbc.hbm.int_hbm_pbus_violation_in,int_hbm_pbus_violation_in.sop_sop_in_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,
memory,10,Patricio,pb.pbc.hbm,int_hbm_pbus_violation_out,eop_eop_out_#,pb.pbc.hbm.int_hbm_pbus_violation_out,int_hbm_pbus_violation_out.eop_eop_out_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,
memory,10,Patricio,pb.pbc.hbm,int_hbm_pbus_violation_out,sop_sop_out_#,pb.pbc.hbm.int_hbm_pbus_violation_out,int_hbm_pbus_violation_out.sop_sop_out_#,pbus,,None,fatal (F),,n/a,n/a,,n/a,n/a,Hardware Error,,
memory,1,Patricio,pb.pbc.hbm,int_hbm_stop,occupancy_#,pb.pbc.hbm.int_hbm_stop,int_hbm_stop.occupancy_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,9,Patricio,pb.pbc.hbm,int_hbm_truncate_no,drop_#,pb.pbc.hbm.int_hbm_truncate_no,int_hbm_truncate_no.drop_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,32,Patricio,pb.pbc.hbm,int_hbm_xoff,timeout_#,pb.pbc.hbm.int_hbm_xoff,int_hbm_xoff.timeout_#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
memory,5,Patricio,pm.pbm,int_ecc_col#,correctable,pm.pbm.int_ecc_col#,int_ecc_col#.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,5,Patricio,pm.pbm,int_ecc_col#,uncorrectable,pm.pbm.int_ecc_col#,int_ecc_col#.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
